ID,image_id,category_id,bbox,score
11712,17316,2,"[184.439, 239.917, 38.491, 46.195]",0.8373900000000001
11713,17316,2,"[245.554, 242.393, 29.903, 38.056]",0.7999200000000001
11714,17316,2,"[223.475, 241.022, 18.83, 26.916]",0.63897
11715,17316,11,"[132.706, 222.172, 52.835, 59.269]",0.55489
11716,17316,2,"[133.495, 220.907, 51.934, 60.488]",0.5545300000000001
11717,17316,2,"[1.13, 35.917, 99.908, 354.531]",0.44484
11718,17316,11,"[1.499, 35.745, 97.569, 356.845]",0.41968000000000005
11719,12351,2,"[383.713, 235.191, 36.687, 35.977]",0.80593
11720,12351,2,"[0.28300000000000003, 233.849, 69.336, 75.744]",0.7990900000000001
11721,12351,2,"[198.757, 234.415, 30.939, 39.807]",0.78661
11722,12351,2,"[247.86, 238.436, 23.9, 30.744]",0.7687400000000001
11723,12351,11,"[65.43, 146.209, 113.695, 176.002]",0.64058
11724,12351,2,"[232.33, 238.329, 14.352, 19.618]",0.46426000000000006
11725,12351,2,"[66.406, 146.242, 111.437, 175.288]",0.40488
11726,28710,2,"[201.34, 234.573, 28.687, 36.553]",0.8144300000000001
11727,28710,2,"[146.534, 238.922, 34.398, 36.159]",0.78607
11728,28710,2,"[257.865, 234.134, 20.56, 27.32]",0.7486700000000001
11729,28710,11,"[59.316, 183.448, 89.254, 122.46]",0.59521
11730,28710,2,"[60.14, 178.987, 87.511, 126.405]",0.47942
11731,28710,11,"[233.493, 230.054, 15.447, 24.119]",0.40365
11732,26613,2,"[185.773, 231.986, 30.951, 40.303]",0.8179000000000001
11733,26613,2,"[142.681, 233.767, 30.202, 34.028]",0.78005
11734,26613,2,"[246.363, 234.231, 19.585, 26.742]",0.7291200000000001
11735,26613,2,"[39.228, 178.135, 89.025, 116.233]",0.6126600000000001
11736,26613,11,"[39.157, 176.922, 88.133, 117.536]",0.40846000000000005
11737,2489,2,"[173.452, 237.303, 36.386, 42.916]",0.84443
11738,2489,2,"[129.202, 238.678, 26.365, 31.878]",0.7549600000000001
11739,2489,2,"[241.383, 240.434, 19.82, 26.519]",0.7451
11740,2489,2,"[31.099, 184.759, 87.858, 110.783]",0.64056
11741,2489,11,"[30.629, 183.544, 89.607, 113.351]",0.53561
11742,2489,2,"[421.549, 218.228, 78.318, 55.845]",0.5349900000000001
11743,2489,11,"[216.415, 232.663, 15.832, 25.457]",0.52373
11744,18639,2,"[162.141, 236.482, 42.78, 50.024]",0.8622700000000001
11745,18639,2,"[39.181, 187.052, 84.866, 108.234]",0.66241
11746,18639,2,"[243.965, 241.379, 20.085, 23.797]",0.61592
11747,18639,11,"[216.613, 233.679, 17.453, 24.833]",0.55405
11748,18639,11,"[38.84, 187.649, 86.097, 107.624]",0.47673000000000004
11749,18639,2,"[134.799, 241.938, 22.816, 18.563]",0.40867000000000003
11750,18639,11,"[204.192, 225.655, 24.128, 31.262]",0.31519
11751,18639,2,"[217.69, 233.38, 17.943, 24.556]",0.27749
11752,18639,2,"[408.098, 235.146, 31.731, 33.551]",0.27338
11753,27597,2,"[159.308, 234.665, 46.8, 52.937]",0.8783400000000001
11754,27597,2,"[466.486, 226.723, 44.747, 46.554]",0.6439600000000001
11755,27597,2,"[41.821, 187.432, 86.278, 107.992]",0.6235700000000001
11756,27597,2,"[246.453, 240.155, 18.935, 23.883]",0.59601
11757,27597,11,"[203.627, 221.857, 18.975, 34.589]",0.5565800000000001
11758,27597,11,"[41.881, 187.405, 87.122, 109.176]",0.51265
11759,27597,11,"[218.466, 232.601, 16.222, 24.707]",0.49464
11760,27597,11,"[205.697, 226.83, 28.402, 29.206]",0.40175000000000005
11761,27597,2,"[219.126, 233.188, 18.085, 24.381]",0.36499000000000004
11762,27597,2,"[233.765, 237.704, 13.919, 19.273]",0.34713000000000005
11763,27597,2,"[446.009, 230.548, 31.735, 29.933]",0.25468
11764,9375,2,"[139.256, 230.414, 57.066, 65.612]",0.8398700000000001
11765,9375,2,"[246.337, 237.954, 19.213, 24.522]",0.7060400000000001
11766,9375,2,"[37.828, 182.507, 86.875, 113.081]",0.6820600000000001
11767,9375,11,"[189.205, 216.252, 26.438, 40.691]",0.46288
11768,9375,2,"[213.64, 230.752, 17.348, 25.266]",0.44107
11769,9375,2,"[230.026, 237.447, 12.525, 18.544]",0.42328000000000005
11770,9375,11,"[37.214, 181.564, 88.698, 115.546]",0.41872000000000004
11771,9375,11,"[213.715, 230.407, 16.792, 25.864]",0.32084
11772,9375,2,"[187.728, 215.224, 27.562, 42.456]",0.24712000000000003
11773,19876,2,"[127.717, 231.168, 67.784, 72.396]",0.86558
11774,19876,2,"[245.998, 239.748, 20.654, 26.845]",0.73887
11775,19876,2,"[34.76, 182.77, 88.7, 114.868]",0.64495
11776,19876,2,"[209.784, 233.459, 18.053, 25.1]",0.49593000000000004
11777,19876,11,"[185.359, 214.691, 27.984, 44.007]",0.4801
11778,19876,2,"[185.035, 213.773, 29.089, 45.081]",0.46280000000000004
11779,19876,11,"[34.0, 181.125, 90.753, 118.714]",0.44399000000000005
11780,19876,2,"[228.033, 239.247, 13.415, 19.88]",0.3935
11781,19876,11,"[209.784, 233.459, 18.053, 25.1]",0.34541000000000005
11782,12905,2,"[99.44, 225.686, 84.874, 89.54]",0.85143
11783,12905,2,"[29.217, 181.234, 84.111, 117.97]",0.7029700000000001
11784,12905,2,"[394.732, 227.869, 30.346, 23.832]",0.6758000000000001
11785,12905,2,"[244.725, 237.673, 21.442, 27.367]",0.6747200000000001
11786,12905,11,"[176.613, 213.189, 29.988, 45.524]",0.5370600000000001
11787,12905,2,"[224.135, 237.908, 15.124, 20.169]",0.46436000000000005
11788,12905,11,"[28.521, 180.894, 84.133, 120.386]",0.43862
11789,12905,2,"[176.626, 211.434, 29.54, 46.813]",0.4349
11790,12905,2,"[448.077, 226.931, 37.54, 32.272]",0.41263000000000005
11791,12905,2,"[419.463, 223.623, 43.234, 25.918]",0.38282000000000005
11792,12905,5,"[237.849, 210.777, 6.566, 13.896]",0.34971
11793,12905,2,"[259.961, 238.019, 16.342, 17.421]",0.34779000000000004
11794,12905,2,"[416.271, 223.978, 28.511, 25.299]",0.31673
11795,12905,7,"[238.486, 209.278, 6.002, 13.766]",0.28454
11796,12905,2,"[204.736, 238.577, 19.436, 20.009]",0.27354
11797,12905,2,"[425.435, 226.138, 55.637, 27.541]",0.26752000000000004
11798,12905,7,"[225.648, 208.965, 6.696, 15.281]",0.22615000000000002
11799,24727,2,"[2.375, 201.751, 127.078, 142.899]",0.8520300000000001
11800,24727,2,"[446.008, 204.529, 44.447, 32.485]",0.7891600000000001
11801,24727,2,"[235.759, 223.085, 22.965, 27.457]",0.7616600000000001
11802,24727,2,"[184.96, 213.227, 26.904, 35.492]",0.72416
11803,24727,2,"[213.261, 223.013, 16.59, 24.053]",0.6901600000000001
11804,24727,11,"[130.857, 188.259, 55.979, 62.629]",0.641
11805,24727,7,"[216.631, 189.747, 6.928, 15.544]",0.5845400000000001
11806,24727,7,"[231.498, 189.995, 6.687, 15.734]",0.57796
11807,24727,2,"[2.572, 164.285, 80.74, 58.41]",0.57264
11808,24727,7,"[183.81, 190.728, 6.6690000000000005, 15.994]",0.4898
11809,24727,2,"[124.831, 226.766, 19.4, 26.965]",0.44285
11810,24727,7,"[196.887, 190.247, 6.771, 15.939]",0.40223000000000003
11811,24727,11,"[2.928, 164.212, 78.915, 60.683]",0.38579
11812,24727,2,"[490.835, 200.289, 20.971, 34.793]",0.33267
11813,24727,2,"[110.039, 225.932, 23.33, 30.48]",0.32575000000000004
11814,24727,2,"[132.814, 190.338, 52.183, 61.966]",0.29209
11815,24727,7,"[220.834, 188.552, 12.84, 17.235]",0.26617
11816,24727,7,"[258.642, 200.883, 7.661, 17.946]",0.25923
11817,24727,7,"[258.707, 205.117, 8.026, 17.556]",0.22585000000000002
11818,29734,2,"[0.0, 240.999, 59.735, 56.146]",0.8699600000000001
11819,29734,2,"[187.026, 232.46, 42.86, 57.502]",0.84435
11820,29734,2,"[253.62, 248.071, 28.26, 36.241]",0.7901300000000001
11821,29734,2,"[52.842, 235.15, 38.589, 51.455]",0.60002
11822,29734,2,"[88.78, 200.042, 72.508, 97.556]",0.5824400000000001
11823,29734,5,"[200.5, 0.0, 17.143, 43.563]",0.5783600000000001
11824,29734,5,"[105.076, 0.0, 15.076, 38.636]",0.497
11825,29734,11,"[87.465, 198.698, 72.336, 99.8]",0.47906000000000004
11826,29734,5,"[410.147, 101.168, 18.478, 59.689]",0.46567000000000003
11827,29734,2,"[223.374, 246.136, 16.667, 35.844]",0.41847
11828,29734,2,"[276.399, 238.016, 19.656, 31.171]",0.36251000000000005
11829,26457,2,"[203.125, 230.619, 36.696, 47.352]",0.82467
11830,26457,2,"[250.101, 242.191, 25.426, 32.003]",0.7731300000000001
11831,26457,2,"[116.588, 206.094, 58.037, 82.372]",0.56738
11832,26457,11,"[116.361, 206.548, 57.475, 81.232]",0.44628
11833,26457,2,"[276.154, 227.417, 22.303, 41.541]",0.43642000000000003
11834,26457,11,"[276.172, 227.091, 22.503, 41.771]",0.3912
11835,13554,2,"[204.78, 231.859, 31.586, 43.732]",0.80898
11836,13554,2,"[245.455, 242.618, 23.466, 29.842]",0.6780600000000001
11837,13554,11,"[275.998, 222.401, 27.82, 50.18]",0.61262
11838,13554,2,"[124.053, 208.25, 53.176, 75.999]",0.5507200000000001
11839,13554,11,"[124.8, 209.113, 51.039, 74.541]",0.50924
11840,13554,2,"[275.748, 222.875, 27.637, 48.51]",0.42208
11841,13554,2,"[348.645, 242.663, 51.701, 31.855]",0.31364000000000003
11842,13554,2,"[8.784, 252.318, 32.566, 20.869]",0.28693
11843,25183,2,"[248.283, 231.357, 29.526, 42.367]",0.81083
11844,25183,2,"[348.313, 244.064, 50.248, 45.086]",0.78951
11845,25183,2,"[409.402, 241.49, 39.726, 37.655]",0.7808400000000001
11846,25183,2,"[112.041, 217.087, 30.398, 40.323]",0.72775
11847,25183,2,"[18.025, 225.686, 54.706, 45.052]",0.7180700000000001
11848,25183,2,"[474.127, 250.852, 36.985, 31.073]",0.69352
11849,25183,2,"[450.708, 242.657, 30.627, 35.462]",0.6467900000000001
11850,25183,2,"[313.564, 237.067, 36.573, 30.567]",0.6265700000000001
11851,25183,2,"[64.385, 224.407, 31.478, 30.682]",0.58496
11852,25183,7,"[251.546, 197.744, 6.908, 16.302]",0.33105
11853,25183,7,"[213.354, 216.756, 7.119, 16.142]",0.30038000000000004
11854,12687,2,"[371.208, 243.195, 65.479, 55.533]",0.8654200000000001
11855,12687,2,"[250.054, 235.629, 27.092, 36.448]",0.79449
11856,12687,2,"[94.924, 228.337, 32.629, 34.749]",0.7658900000000001
11857,12687,2,"[36.568, 230.294, 36.258, 32.679]",0.7252000000000001
11858,12687,2,"[320.605, 238.54, 39.543, 38.695]",0.64451
11859,12687,2,"[0.921, 231.14, 34.078, 51.504]",0.59106
11860,12687,2,"[428.423, 235.913, 45.744, 46.067]",0.5187900000000001
11861,12687,7,"[251.674, 199.644, 7.023, 17.185]",0.38268
11862,12687,7,"[212.213, 217.92, 8.449, 17.967]",0.35531
11863,12687,2,"[464.491, 239.743, 47.509, 40.936]",0.27411
11864,26826,2,"[453.81, 238.961, 56.49, 106.912]",0.8569800000000001
11865,26826,2,"[43.371, 237.161, 45.695, 46.312]",0.8236100000000001
11866,26826,2,"[250.767, 244.631, 25.423, 35.072]",0.80456
11867,26826,2,"[396.313, 249.509, 47.611, 37.253]",0.63856
11868,26826,2,"[354.274, 240.668, 49.306, 48.096]",0.6165900000000001
11869,26826,2,"[338.427, 243.429, 26.06, 45.52]",0.5094500000000001
11870,26826,2,"[0.35000000000000003, 237.931, 21.546, 43.55]",0.50934
11871,26826,2,"[341.089, 241.782, 50.318, 47.811]",0.43804000000000004
11872,26826,7,"[251.7, 202.76, 7.55, 19.498]",0.41063000000000005
11873,2946,2,"[252.639, 215.552, 42.586, 45.646]",0.8302700000000001
11874,2946,7,"[233.635, 153.747, 8.718, 24.29]",0.72194
11875,2946,7,"[284.911, 191.005, 7.182, 19.581]",0.6946300000000001
11876,2946,7,"[316.228, 149.582, 10.852, 30.457]",0.6329800000000001
11877,2946,2,"[236.814, 234.033, 17.497, 19.803]",0.44516000000000006
11878,2946,2,"[338.203, 220.822, 58.359, 31.588]",0.42644000000000004
11879,2946,5,"[158.974, 192.701, 8.449, 23.628]",0.34073000000000003
11880,28618,2,"[421.734, 210.976, 65.065, 34.468]",0.8413600000000001
11881,28618,2,"[265.509, 207.708, 46.801, 48.144]",0.81986
11882,28618,7,"[231.418, 143.418, 7.922, 25.143]",0.7701800000000001
11883,28618,7,"[322.431, 130.341, 13.137, 39.928]",0.7419500000000001
11884,28618,7,"[285.634, 182.871, 7.338, 21.115]",0.69891
11885,28618,2,"[173.623, 234.088, 13.832, 16.78]",0.46252000000000004
11886,28618,7,"[149.638, 186.516, 9.104, 21.871]",0.33058000000000004
11887,28618,2,"[235.254, 231.433, 16.106, 17.67]",0.27682
11888,28618,4,"[150.15, 187.07, 8.161, 22.455]",0.25878
11889,21033,2,"[0.381, 257.046, 35.5, 58.226]",0.8666800000000001
11890,21033,2,"[185.361, 243.152, 22.835, 36.285]",0.7513900000000001
11891,21033,2,"[402.36, 212.959, 71.412, 46.596]",0.50219
11892,21033,2,"[431.382, 213.023, 68.106, 49.048]",0.39757000000000003
11893,21033,3,"[309.368, 233.391, 11.12, 41.267]",0.34851000000000004
11894,21033,2,"[472.443, 212.639, 39.173, 51.1]",0.24742000000000003
11895,21033,2,"[397.64, 214.252, 53.024, 43.838]",0.24036000000000002
11896,5832,2,"[237.53, 245.109, 18.357, 25.38]",0.7176300000000001
11897,5832,2,"[150.537, 252.364, 25.995, 29.449]",0.6850200000000001
11898,5832,2,"[194.331, 252.114, 17.924, 19.921]",0.6226700000000001
11899,17804,2,"[53.374, 251.594, 54.248, 50.746]",0.8353400000000001
11900,17804,2,"[239.046, 246.468, 17.81, 25.82]",0.7619900000000001
11901,17804,2,"[161.126, 251.545, 23.803, 27.912]",0.7415600000000001
11902,17804,2,"[130.495, 254.321, 30.933, 26.288]",0.48579000000000006
11903,10565,2,"[221.578, 239.728, 17.371, 26.385]",0.7437
11904,10565,2,"[106.454, 253.286, 24.249, 18.657]",0.66898
11905,10565,2,"[164.537, 251.454, 15.165, 17.467]",0.49938000000000005
11906,10565,2,"[124.692, 253.383, 21.444, 17.001]",0.40884000000000004
11907,2520,2,"[401.686, 237.502, 100.23, 54.049]",0.88868
11908,2520,2,"[235.383, 240.844, 16.751, 22.276]",0.77634
11909,2520,2,"[113.824, 250.282, 25.056, 26.015]",0.7621
11910,2520,2,"[9.307, 252.966, 46.83, 29.964]",0.6754600000000001
11911,2520,2,"[275.664, 242.452, 17.141, 23.439]",0.6497700000000001
11912,1796,2,"[22.945, 244.994, 44.964, 34.996]",0.8137800000000001
11913,1796,2,"[237.127, 236.217, 17.533, 24.16]",0.72331
11914,1796,2,"[285.148, 242.175, 21.293, 29.761]",0.6884300000000001
11915,1796,2,"[274.624, 241.697, 14.036, 20.744]",0.45047000000000004
11916,18814,2,"[293.565, 239.023, 32.21, 40.182]",0.82508
11917,18814,2,"[235.653, 236.321, 17.639, 23.452]",0.7816400000000001
11918,18814,2,"[276.762, 241.241, 17.414, 23.327]",0.7352700000000001
11919,25916,2,"[64.144, 240.551, 39.315, 40.69]",0.8516400000000001
11920,25916,2,"[297.571, 239.856, 36.663, 41.402]",0.8322
11921,25916,2,"[127.323, 238.822, 28.013, 30.044]",0.7985200000000001
11922,25916,2,"[399.753, 197.76, 111.599, 201.648]",0.75002
11923,25916,2,"[220.337, 234.201, 18.463, 27.231]",0.6983100000000001
11924,25916,5,"[241.245, 192.311, 7.1, 16.302]",0.63683
11925,25916,5,"[296.543, 210.615, 7.638, 17.829]",0.63595
11926,25916,2,"[203.844, 237.555, 17.252, 22.171]",0.61758
11927,25916,2,"[112.611, 242.677, 18.233, 23.59]",0.51553
11928,25916,2,"[235.809, 235.764, 12.902, 21.817]",0.49089000000000005
11929,25916,5,"[280.329, 216.086, 7.799, 16.733]",0.47590000000000005
11930,25916,7,"[216.929, 189.375, 7.42, 17.334]",0.46144
11931,25916,2,"[289.385, 235.137, 17.954, 38.044]",0.45879000000000003
11932,25916,2,"[225.429, 235.083, 21.004, 25.514]",0.2949
11933,25916,7,"[148.56, 218.32, 7.782, 17.548000000000002]",0.27133
11934,19916,2,"[112.866, 239.992, 44.674, 45.19]",0.8644400000000001
11935,19916,2,"[206.4, 235.161, 24.3, 35.178]",0.7886700000000001
11936,19916,5,"[221.172, 151.259, 8.753, 25.678]",0.73001
11937,19916,5,"[296.543, 197.607, 7.514, 23.751]",0.66844
11938,19916,2,"[405.077, 220.368, 106.923, 244.155]",0.6253500000000001
11939,19916,2,"[259.552, 241.069, 15.459, 22.641]",0.6222300000000001
11940,19916,5,"[347.922, 166.84, 11.004, 34.516]",0.5883700000000001
11941,19916,4,"[175.6, 147.241, 9.055, 24.09]",0.375
11942,19916,8,"[175.718, 147.223, 9.229, 25.378]",0.34069000000000005
11943,19916,4,"[133.196, 75.814, 11.656, 38.779]",0.28978000000000004
11944,19916,2,"[225.192, 240.694, 12.57, 21.742]",0.28185000000000004
11945,19916,5,"[348.798, 179.213, 10.448, 23.435]",0.25830000000000003
11946,26713,2,"[0.334, 227.878, 54.943, 102.885]",0.83969
11947,26713,2,"[217.487, 231.769, 25.083, 36.952]",0.8198000000000001
11948,26713,5,"[220.604, 101.614, 11.049, 33.711]",0.7136800000000001
11949,26713,2,"[134.063, 246.118, 22.358, 23.958]",0.6939500000000001
11950,26713,5,"[335.194, 172.772, 9.195, 31.155]",0.6802400000000001
11951,26713,8,"[152.005, 93.489, 12.257, 36.439]",0.64544
11952,26713,2,"[276.623, 239.569, 17.535, 22.626]",0.6276700000000001
11953,26713,5,"[492.594, 59.165, 18.963, 76.434]",0.40031000000000005
11954,26713,5,"[335.688, 183.407, 8.852, 25.191]",0.23043000000000002
11955,28773,2,"[292.485, 230.964, 33.943, 38.399]",0.8384900000000001
11956,28773,2,"[6.691, 254.504, 47.152, 38.431]",0.8283300000000001
11957,28773,2,"[211.9, 227.315, 25.957, 38.38]",0.8254
11958,28773,2,"[279.548, 226.424, 18.318, 35.869]",0.5463600000000001
11959,20620,2,"[296.55, 221.571, 57.912, 71.441]",0.88265
11960,20620,2,"[373.892, 215.931, 137.269, 159.773]",0.84535
11961,20620,2,"[201.233, 234.345, 29.4, 42.76]",0.78537
11962,20620,2,"[274.256, 237.351, 22.632, 31.961]",0.70206
11963,20620,2,"[224.633, 240.711, 16.531, 23.695]",0.5296500000000001
11964,20620,2,"[206.386, 236.068, 30.832, 35.551]",0.31056
11965,14985,2,"[200.834, 230.661, 32.123, 45.395]",0.8314100000000001
11966,14985,2,"[286.765, 233.492, 34.782, 43.45]",0.80983
11967,14985,2,"[389.593, 162.465, 122.407, 283.475]",0.74802
11968,14985,2,"[229.413, 237.609, 18.747, 23.925]",0.69071
11969,14985,2,"[97.378, 245.906, 27.674, 18.765]",0.5773600000000001
11970,14985,2,"[183.834, 245.793, 13.605, 16.148]",0.3168
11971,21383,2,"[340.883, 224.493, 86.466, 99.312]",0.86406
11972,21383,2,"[191.226, 229.824, 39.998, 56.829]",0.84528
11973,21383,2,"[169.165, 245.235, 21.511, 25.184]",0.7101500000000001
11974,21383,2,"[145.385, 250.493, 16.959, 19.071]",0.69588
11975,21383,2,"[318.253, 224.86, 33.513, 77.97]",0.6701800000000001
11976,21383,2,"[233.455, 240.986, 17.381, 23.45]",0.49823000000000006
11977,21383,2,"[313.067, 226.454, 22.848, 66.396]",0.30709000000000003
11978,20325,2,"[218.017, 218.316, 56.137, 82.496]",0.8442200000000001
11979,20325,2,"[26.861, 211.35, 34.387, 33.812]",0.79432
11980,20325,2,"[419.982, 252.093, 58.775, 53.784]",0.7673200000000001
11981,20325,2,"[319.323, 245.252, 31.532, 30.921]",0.75187
11982,20325,2,"[372.45, 245.382, 28.548000000000002, 28.958]",0.7289300000000001
11983,20325,2,"[93.615, 223.425, 34.616, 33.219]",0.69008
11984,20325,2,"[60.689, 214.78, 21.515, 30.382]",0.6697700000000001
11985,20325,2,"[346.71, 245.357, 19.854, 25.39]",0.55949
11986,20325,2,"[143.942, 221.771, 22.024, 27.972]",0.5567700000000001
11987,20325,2,"[80.001, 212.438, 28.535, 32.561]",0.5003700000000001
11988,20325,2,"[469.52, 253.696, 26.889, 33.571]",0.49902
11989,20325,2,"[298.599, 238.579, 25.74, 28.375]",0.48648
11990,20325,2,"[63.391, 213.256, 37.828, 31.445]",0.31656
11991,20833,2,"[446.455, 256.567, 65.158, 81.39]",0.82881
11992,20833,2,"[237.754, 228.77, 35.875, 49.604]",0.8247500000000001
11993,20833,2,"[91.019, 233.791, 24.609, 23.837]",0.7041700000000001
11994,20833,2,"[130.139, 233.934, 18.878, 23.415]",0.7014
11995,20833,2,"[62.529, 233.933, 22.089, 25.112]",0.6982900000000001
11996,20833,2,"[344.565, 236.067, 41.69, 30.119]",0.67486
11997,20833,2,"[0.34500000000000003, 229.958, 38.195, 33.184]",0.6743800000000001
11998,20833,2,"[160.491, 235.169, 18.264, 22.3]",0.63675
11999,20833,5,"[260.229, 211.846, 6.094, 14.085]",0.48067000000000004
12000,20833,2,"[97.544, 234.465, 23.406, 23.016]",0.31902
12001,11871,2,"[208.283, 228.138, 31.222, 44.294]",0.8088700000000001
12002,11871,2,"[61.767, 233.777, 33.519, 23.35]",0.76078
12003,11871,2,"[2.865, 225.101, 45.163, 30.651]",0.75143
12004,11871,2,"[132.572, 234.156, 17.029, 19.622]",0.6165
12005,11871,2,"[157.464, 230.817, 18.921, 23.308]",0.40763000000000005
12006,11871,2,"[235.795, 238.532, 12.523, 21.013]",0.37407
12007,29178,2,"[162.347, 230.472, 41.048, 41.589]",0.8178900000000001
12008,29178,2,"[0.498, 227.129, 32.946, 28.953]",0.6831400000000001
12009,29178,2,"[90.301, 234.274, 15.548, 19.497]",0.57493
12010,29178,2,"[45.089, 234.634, 22.313, 21.467]",0.51402
12011,29178,2,"[112.923, 231.923, 18.956, 23.732]",0.45304000000000005
12012,18996,2,"[327.23, 233.272, 73.717, 79.988]",0.9052300000000001
12013,18996,2,"[164.269, 220.007, 44.524, 60.845]",0.8642200000000001
12014,18996,2,"[209.06, 227.26, 49.991, 64.535]",0.8530300000000001
12015,18996,5,"[229.942, 200.131, 7.373, 16.611]",0.58581
12016,18996,5,"[214.066, 198.427, 6.617, 16.399]",0.5812
12017,18996,2,"[111.088, 203.623, 48.32, 74.022]",0.48645000000000005
12018,18996,11,"[111.661, 203.769, 47.411, 73.447]",0.47666000000000003
12019,18996,5,"[276.297, 216.829, 7.085, 19.557]",0.36702
12020,19507,2,"[136.647, 222.886, 56.465, 72.265]",0.8537600000000001
12021,19507,2,"[216.816, 233.3, 51.521, 69.595]",0.79947
12022,19507,11,"[106.961, 211.466, 42.304, 69.597]",0.62955
12023,19507,2,"[190.541, 244.818, 18.976, 37.306]",0.60968
12024,19507,5,"[222.394, 199.72, 6.914, 16.95]",0.6048
12025,19507,2,"[375.062, 240.659, 30.55, 30.865]",0.57035
12026,19507,1,"[268.477, 239.018, 12.524000000000001, 35.809]",0.5484600000000001
12027,19507,5,"[203.363, 197.997, 7.188, 17.783]",0.53998
12028,19507,2,"[416.437, 241.678, 33.076, 25.875]",0.44291
12029,19507,2,"[105.925, 210.621, 43.314, 71.33]",0.32512
12030,19507,5,"[266.889, 222.865, 7.95, 17.025]",0.29698
12031,19507,2,"[451.48, 237.029, 55.679, 58.379]",0.25094
12032,27510,2,"[210.027, 230.328, 48.341, 66.651]",0.8679500000000001
12033,27510,2,"[104.952, 206.842, 73.015, 90.0]",0.84411
12034,27510,2,"[171.814, 233.428, 24.561, 46.658]",0.7598
12035,27510,5,"[210.52, 179.619, 7.322, 19.351]",0.69872
12036,27510,2,"[0.0, 244.106, 26.052, 28.764]",0.6850700000000001
12037,27510,2,"[50.637, 239.538, 30.885, 28.011]",0.68149
12038,27510,5,"[185.999, 178.93, 7.456, 19.124]",0.64446
12039,27510,1,"[267.873, 237.048, 13.001, 35.947]",0.45740000000000003
12040,27510,5,"[283.08, 202.533, 8.518, 23.39]",0.4294
12041,27510,2,"[383.038, 238.485, 35.218, 19.908]",0.39730000000000004
12042,27510,2,"[190.927, 238.497, 14.317, 20.944]",0.37884
12043,27510,2,"[416.686, 234.052, 29.426, 22.002]",0.37303000000000003
12044,27510,2,"[442.759, 228.172, 45.948, 29.505]",0.36219
12045,27510,5,"[270.706, 211.189, 8.436, 19.446]",0.3075
12046,27510,2,"[68.71, 241.456, 22.098, 24.583]",0.28621
12047,27510,2,"[58.278, 241.174, 29.396, 25.713]",0.24553000000000003
12048,20313,2,"[154.57, 221.435, 51.795, 65.066]",0.8616
12049,20313,2,"[234.469, 234.153, 32.024, 43.358]",0.8176100000000001
12050,20313,5,"[170.107, 144.681, 8.621, 25.823]",0.73821
12051,20313,5,"[207.889, 145.329, 8.683, 26.767]",0.7207300000000001
12052,20313,2,"[373.726, 237.741, 49.81, 37.779]",0.7057800000000001
12053,20313,1,"[287.242, 235.979, 18.157, 43.427]",0.6463800000000001
12054,20313,5,"[343.734, 152.692, 10.389, 31.681]",0.62621
12055,20313,5,"[302.686, 195.798, 8.936, 23.643]",0.6108
12056,20313,2,"[201.496, 237.922, 18.6, 38.498]",0.5870500000000001
12057,20313,2,"[123.046, 245.587, 20.459, 21.17]",0.5491400000000001
12058,20313,2,"[0.0, 206.918, 48.864, 90.749]",0.53483
12059,20313,8,"[122.805, 146.38, 8.782, 26.061]",0.5175200000000001
12060,20313,11,"[0.0, 202.892, 47.694, 96.283]",0.5171300000000001
12061,20313,2,"[333.119, 237.809, 31.127, 31.391]",0.40535000000000004
12062,20313,2,"[215.387, 239.725, 13.551, 21.902]",0.35306000000000004
12063,20313,2,"[324.116, 236.37, 35.469, 29.522]",0.33091000000000004
12064,20313,2,"[318.029, 236.05, 28.336, 26.798000000000002]",0.23896
12065,29240,2,"[165.867, 221.831, 51.361, 64.187]",0.8692200000000001
12066,29240,2,"[0.5680000000000001, 236.252, 44.266, 125.427]",0.8178900000000001
12067,29240,2,"[387.006, 238.567, 68.94, 36.981]",0.8012100000000001
12068,29240,2,"[239.235, 233.784, 33.039, 43.438]",0.7774800000000001
12069,29240,5,"[207.354, 135.386, 9.399000000000001, 28.603]",0.7495200000000001
12070,29240,5,"[166.408, 134.261, 9.058, 25.968]",0.7457800000000001
12071,29240,2,"[112.598, 245.982, 19.965, 22.759]",0.6287
12072,29240,2,"[331.002, 236.345, 34.78, 27.727]",0.6092500000000001
12073,29240,5,"[312.619, 193.504, 9.032, 24.607]",0.60318
12074,29240,5,"[369.816, 125.173, 14.341, 44.536]",0.56888
12075,29240,2,"[210.463, 238.51, 18.677, 35.444]",0.41026
12076,29240,8,"[113.085, 134.125, 9.611, 29.022]",0.37355000000000005
12077,29240,4,"[112.812, 134.888, 10.028, 28.132]",0.32971
12078,29240,2,"[92.849, 246.936, 16.89, 20.366]",0.329
12079,29240,2,"[451.043, 233.862, 34.437, 25.455]",0.25503000000000003
12080,29240,5,"[371.274, 137.95, 11.468, 31.723]",0.24832
12081,16111,2,"[149.241, 234.889, 45.788, 50.039]",0.8450400000000001
12082,16111,2,"[191.154, 226.254, 33.917, 44.733]",0.7859100000000001
12083,16111,2,"[105.302, 230.988, 45.564, 48.97]",0.76239
12084,16111,2,"[235.694, 238.308, 22.277, 27.842]",0.7012400000000001
12085,16111,2,"[266.036, 237.682, 21.775, 30.919]",0.69562
12086,25479,2,"[160.527, 235.574, 44.108, 47.287]",0.8622900000000001
